# q intensity propagated_error
3.979468330958761679e-02 2.729063829730313251e-02 4.632020029145769062e-04
3.990590168891466893e-02 2.808108926820164150e-02 4.705498663263188528e-04
4.001712006824173495e-02 2.742956840050951930e-02 4.615004480215373459e-04
4.012833844756878710e-02 2.754870396821956086e-02 4.629785447023536003e-04
4.023955682689583924e-02 2.663075666275245904e-02 4.541968768550787533e-04
4.035077520622290526e-02 2.741951015409664280e-02 4.604273253476200080e-04
4.046199358554995740e-02 2.812278589737059187e-02 4.653019929587251134e-04
4.057321196487700954e-02 2.754119598255600973e-02 4.589483969082303332e-04
4.068443034420407556e-02 2.731025559926929941e-02 4.583168525556562882e-04
4.079564872353112770e-02 2.674787093384485559e-02 4.510945809541630600e-04
4.090686710285817984e-02 2.684074016691096604e-02 4.511751423161195580e-04
4.101808548218524586e-02 2.704612699250664998e-02 4.537606746786173283e-04
4.112930386151229800e-02 2.760313017353040188e-02 4.576722023057597688e-04
4.124052224083935014e-02 2.668250148733319199e-02 4.489003963261946426e-04
4.135174062016641616e-02 2.716620870980415020e-02 4.528308283668056370e-04
4.146295899949346830e-02 2.718008661367695214e-02 4.507912419104146340e-04
4.157417737882052045e-02 2.662937660379529475e-02 4.456494890692038651e-04
4.168539575814758646e-02 2.741075944339762399e-02 4.541270567677536626e-04
4.179661413747463861e-02 2.777118828712250853e-02 4.558674008967702530e-04
4.190783251680169075e-02 2.727090598514408590e-02 4.493364959932981862e-04
4.201905089612875677e-02 2.670738747938891308e-02 4.442753542264949763e-04
4.213026927545580891e-02 2.666210958177583912e-02 4.443438456424972003e-04
4.224148765478286105e-02 2.585747304205928548e-02 4.363424254864697784e-04
4.235270603410992707e-02 2.709310972177796789e-02 4.551103976729275720e-04
4.246392441343697921e-02 2.702230224688711296e-02 4.593402129266383198e-04
4.257514279276403135e-02 2.618367042453902810e-02 4.527296921578507507e-04
4.268636117209109737e-02 2.728504698830440042e-02 4.655429427033771616e-04
4.279757955141814951e-02 2.682198397239247967e-02 4.615335488419263616e-04
4.290879793074520165e-02 2.683256032779880729e-02 4.612909014542469115e-04
4.302001631007226767e-02 3.178316411193121693e-02 5.083820080516474960e-04
